,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
7029,07/31/2010,14:00,XV,Masculino,Adulto,Pasteur,SP,3,X,52,São José,SP,,Campeonato Brasileiro - Série A,,SP,55;
7030,07/31/2010,14:00,XV,Masculino,Adulto,Rio Branco,SP,13,X,48,Desterro,SC,,Campeonato Brasileiro - Série A,,SP,61;
7031,07/31/2010,15:30,XV,Masculino,Adulto,SPAC,SP,24,X,21,Niterói,RJ,,Campeonato Brasileiro - Série A,,SP,45;
7032,08/07/2010,,XV,Masculino,Adulto,Calx-Cis,RJ,0,X,28,UFF,RJ,,Campeonato Fluminense - Série A,,RJ,28;
7052,08/14/2010,14:00,XV,Masculino,Adulto,San Diego,RS,72,X,7,Hamburgo Negro,RS,,Campeonato Gaúcho - Série A,PUC,RS,79;
7053,08/14/2010,15:30,XV,Masculino,Adulto,Charrua,RS,0,X,9,Farrapos,RS,,Campeonato Gaúcho - Série A,PUC,RS,9;
7054,08/14/2010,14:00,XV,Masculino,Adulto,Friburgo,RJ,8,X,43,Rio Rugby,RJ,,Campeonato Fluminense - Série A,UERJ,RJ,51;
7055,08/14/2010,,XV,Masculino,Adulto,Bandeirantes,SP,23,X,26,Pasteur,SP,,Campeonato Brasileiro - Série A,,SP,49;
7058,08/14/2010,,XV,Masculino,Adulto,São José,SP,65,X,0,Curitiba,PR,,Campeonato Brasileiro - Série A,Teatrão,SP,65;
7059,08/14/2010,,XV,Masculino,Adulto,Lobo Bravo,PR,19,X,8,Hawks Maringá,PR,,Campeonato Paranaense - Série A,Campo Municipal Joaquim Prestes,PR,27;
7060,08/14/2010,15:30,XV,Masculino,Adulto,Niterói,RJ,32,X,12,Rio Branco,SP,,Campeonato Brasileiro - Série A,UFF Gragoatá,RJ,44;
7062,08/14/2010,14:00,XV,Masculino,Adulto,Desterro,SC,20,X,18,SPAC,SP,,Campeonato Brasileiro - Série A,Campo da Tapera,SC,38;
7089,08/21/2010,,XV,Masculino,Adulto,Guanabara,RJ,34,X,0,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,;
7090,08/21/2010,,XV,Masculino,Adulto,Jequitibá,SP,30,X,31,Catanduva,SP,,Campeonato Paulista do Interior - Série A,,SP,;
7104,08/21/2010,,XV,Masculino,Adulto,Wallys,SP,33,X,14,Taubaté,SP,,Campeonato Paulista do Interior - Série A,,SP,;
7108,08/22/2010,15:30,XV,Masculino,Adulto,Lechuza,SP,33,X,26,União Rugby Alphaville,SP,,Campeonato Paulista do Interior - Série A,,SP,;
7109,08/22/2010,15:00,XV,Masculino,Adulto,Piratas,SP,28,X,25,Presidente Prudente,SP,,Campeonato Paulista do Interior - Série A,Parque Novo Mundo,SP,;
7110,08/28/2010,,XV,Masculino,Adulto,Ilhabela,SP,78,X,8,São Carlos,SP,,Campeonato Paulista do Interior - Série A,,SP,;
7111,08/28/2010,14:00,XV,Masculino,Adulto,Bandeirantes,SP,22,X,24,Desterro,SC,,Campeonato Brasileiro - Série A,SPAC,SP,;
7112,08/28/2010,15:30,XV,Masculino,Adulto,Niterói,RJ,6,X,16,São José,SP,,Campeonato Brasileiro - Série A,UFF Gragoatá,RJ,;
7113,08/28/2010,15:30,XV,Masculino,Adulto,Curitiba,PR,18,X,20,Rio Branco,SP,,Campeonato Brasileiro - Série A,Paraná Esporte,PR,;
7114,08/28/2010,15:30,XV,Masculino,Adulto,Pasteur,SP,23,X,21,SPAC,SP,,Campeonato Brasileiro - Série A,,SP,44;
7116,08/29/2010,14:00,XV,Masculino,Adulto,Friburgo,RJ,34,X,27,Itaguaí,RJ,,Campeonato Fluminense - Série A,UERJ,RJ,61;
7117,09/04/2010,,XV,Masculino,Adulto,Mastodontes,SP,15,X,17,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,32;
7122,09/04/2010,,XV,Masculino,Adulto,Taubaté,SP,0,X,14,Academia Universitária de Rugby,SP,,Campeonato Paulista do Interior - Série A,,SP,14;
7159,09/11/2010,15:30,XV,Masculino,Adulto,Rio Branco,SP,16,X,31,São José,SP,,Campeonato Brasileiro - Série A,Sportville,SP,47;
7160,09/11/2010,14:00,XV,Masculino,Adulto,BH Rugby,MG,5,X,10,Federal,SP,,Campeonato Brasileiro - Série B,PUC,MG,15;
7161,09/11/2010,16:00,XV,Masculino,Adulto,Farrapos,RS,9,X,5,Charrua,RS,,Campeonato Brasileiro - Série B,,RS,14;
7164,09/11/2010,,XV,Masculino,Adulto,UFF,RJ,5,X,48,Niterói,RJ,,Campeonato Fluminense - Série A,UFF Gragoatá,RJ,53;
7165,09/11/2010,,XV,Masculino,Adulto,Rio Rugby,RJ,40,X,14,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,54;
7166,09/11/2010,15:30,XV,Masculino,Adulto,Tornados,SP,20,X,29,Ilhabela,SP,,Campeonato Paulista do Interior - Série A,Campo dos Caçapavas,SP,49;
7167,09/11/2010,,XV,Masculino,Adulto,Piratas,SP,36,X,27,Lechuza,SP,,Campeonato Paulista do Interior - Série A,,SP,63;
7212,09/11/2010,16:00,XV,Masculino,Adulto,Farrapos,RS,9,X,5,Charrua,RS,,Campeonato Brasileiro - Série B,,RS,14;
7213,09/11/2010,14:00,XV,Masculino,Adulto,BH Rugby,MG,5,X,10,Federal,SP,,Campeonato Brasileiro - Série B,,MG,15;
7214,09/12/2010,,XV,Masculino,Adulto,Presidente Prudente Cowboys,SP,18,X,18,União Rugby Alphaville,SP,,Campeonato Paulista do Interior - Série A,,SP,36;
7215,09/12/2010,,XV,Masculino,Adulto,Calx-Cis,RJ,0,X,28,Friburgo,RJ,,Campeonato Fluminense - Série A,,RJ,28;
7216,09/12/2010,,XV,Masculino,Adulto,Itaguaí,RJ,20,X,25,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,45;
7273,09/25/2010,,XV,Masculino,Adulto,Diablos,SP,8,X,28,Locomotiva,SP,,Campeonato Paulista do Interior - Série A,,SP,36;
7275,09/25/2010,,XV,Masculino,Adulto,São Carlos,SP,20,X,33,Tornados,SP,,Campeonato Paulista do Interior - Série A,,SP,53;
7276,09/25/2010,,XV,Masculino,Adulto,Piracicaba,SP,26,X,43,Ilhabela,SP,,Campeonato Paulista do Interior - Série A,,SP,69;
7277,09/25/2010,15:30,XV,Masculino,Adulto,Niterói,RJ,48,X,0,Bandeirantes,SP,,Campeonato Brasileiro - Série A,,RJ,48;
7278,09/25/2010,15:30,XV,Masculino,Adulto,São José,SP,20,X,3,Desterro,SC,Teatrão,Campeonato Brasileiro - Série A,,SP,23;
7279,09/25/2010,15:30,XV,Masculino,Adulto,SPAC,SP,39,X,14,Curitiba,PR,SPAC,Campeonato Brasileiro - Série A,,SP,53;
7280,09/25/2010,15:00,XV,Masculino,Adulto,Rio Branco,SP,12,X,12,Pasteur,SP,Sportville,Campeonato Brasileiro - Série A,,SP,24;
7282,09/26/2010,14:30,XV,Masculino,Adulto,Taubaté,SP,7,X,24,Catanduva,SP,Teatrão,Campeonato Paulista do Interior - Série A,,SP,31;
7283,09/26/2010,10:00,XV,Masculino,Adulto,Cascavel,PR,5,X,62,Lobo Bravo,PR,Complexo Esportivo Ciro Nardi,Campeonato Paranaense - Série A,,PR,67;
7290,10/02/2010,,XV,Masculino,Adulto,Piracicaba,SP,14,X,61,Pasteur B,SP,,Campeonato Paulista do Interior - Série A,,SP,75;
7299,10/02/2010,13:00,XV,Masculino,Adulto,BH Rugby,MG,22,X,11,Charrua,RS,Campo da Federal,Campeonato Brasileiro - Série B,,SP,33;
7300,10/02/2010,15:00,XV,Masculino,Adulto,Federal,SP,0,X,30,Farrapos,RS,Campo da Federal,Campeonato Brasileiro - Série B,,S,30;
7301,10/02/2010,13:00,XV,Masculino,Adulto,BH Rugby,MG,22,X,14,Charrua,RS,,Campeonato Brasileiro - Série B,,SP,36;
7302,10/02/2010,15:00,XV,Masculino,Adulto,Federal,SP,0,X,30,Farrapos,RS,,Campeonato Brasileiro - Série B,,SP,30;
7304,10/09/2010,,XV,Masculino,Adulto,Bandeirantes,SP,3,X,54,São José,SP,,Campeonato Brasileiro - Série A,,SP,57;
7305,10/09/2010,,XV,Masculino,Adulto,Curitiba,PR,22,X,31,Pasteur,SP,Paraná Esporte,Campeonato Brasileiro - Série A,,PR,53;
7306,10/09/2010,,XV,Masculino,Adulto,SPAC,SP,26,X,8,Rio Branco,SP,SPAC,Campeonato Brasileiro - Série A,,SP,34;
7308,10/16/2010,,XV,Masculino,Adulto,Academia Universitária de Rugby,SP,,X,,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,0;
7309,10/16/2010,,XV,Masculino,Adulto,Jequitibá,SP,14,X,0,Taubaté,SP,,Campeonato Paulista do Interior - Série A,,SP,14;
7310,10/16/2010,,XV,Masculino,Adulto,URA,SP,0,X,37,Piratas,SP,,Campeonato Paulista do Interior - Série A,,SP,37;
7328,10/17/2010,,XV,Masculino,Adulto,Lechuza,SP,,X,,Presidente Prudente,SP,,Campeonato Paulista do Interior - Série A,,SP,0;
7329,10/17/2010,10:00,XV,Masculino,Adulto,Curitiba,PR,68,X,10,Cianorte,PR,Paraná Esporte,Campeonato Paranaense - Série A,,PR,78;
7331,10/23/2010,,XV,Masculino,Adulto,São Carlos,SP,30,X,33,Piracicaba,SP,,Campeonato Paulista do Interior - Série A,,SP,63;
7332,10/23/2010,,XV,Masculino,Adulto,Pasteur B,SP,19,X,19,Tornados,SP,,Campeonato Paulista do Interior - Série A,,SP,38;
7333,10/30/2010,15:30,XV,Masculino,Adulto,Desterro,SC,37,X,15,Niterói,RJ,,Campeonato Brasileiro - Série A,,SC,52;
7339,11/06/2010,,XV,Masculino,Adulto,Pasteur B,SP,24,X,0,São Carlos,SP,,Campeonato Paulista do Interior - Série A,,SP,24;
7341,11/06/2010,,XV,Masculino,Adulto,Diablos,SP,,X,,Jaguars,SP,,Campeonato Paulista do Interior - Série A,,SP,0;
7342,11/06/2010,,XV,Masculino,Adulto,Mastodontes,SP,3,X,18,Academia Universitária de Rugby,SP,,Campeonato Paulista do Interior - Série A,,SP,21;
7343,11/06/2010,,XV,Masculino,Adulto,Wallys,SP,12,X,13,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,25;
7345,11/07/2010,10:00,XV,Masculino,Adulto,Cianorte,PR,29,X,51,Londrina,PR,,Campeonato Paranaense - Série A,,PR,80;
7391,11/20/2010,15:00,XV,Masculino,Adulto,Curitiba,PR,32,X,18,BH Rugby,MG,Paraná Esporte,Campeonato Brasileiro - Série A,,PR,50;
7392,11/20/2010,,XV,Masculino,Adulto,Ilhabela,SP,19,X,14,Pasteur B,SP,,Campeonato Paulista do Interior - Série A,,SP,33;
7393,11/20/2010,,XV,Masculino,Adulto,Tornados,SP,60,X,18,Piracicaba,SP,,Campeonato Paulista do Interior - Série A,,SP,78;
7394,11/20/2010,15:00,XV,Masculino,Adulto,Cascavel,PR,0,X,28,Curitiba,PR,Complexo Esportivo Ciro Nardi,Campeonato Paranaense - Série A,,PR,28;
7395,11/20/2010,15:30,XV,Masculino,Adulto,Curitiba,PR,32,X,18,BH Rugby,MG,,Campeonato Brasileiro - Série B,,PR,50;
7396,11/27/2010,,XV,Masculino,Adulto,Jaguars,SP,5,X,69,Araraquara,SP,,Campeonato Paulista do Interior - Série A,,SP,74;
7397,11/27/2010,15:00,XV,Masculino,Adulto,Curitiba,PR,20,X,30,Hawks Maringá,PR,Paraná Esporte,Campeonato Paranaense - Série A,,PR,50;
7399,12/04/2010,,XV,Masculino,Adulto,Academia Universitária de Rugby,SP,3,X,8,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,11;
7601,03/12/2011,13:00,XV,Masculino,Adulto,BH Rugby,MG,28,X,0,Taurus,MG,Estádio Mário Lima,Campeonato Mineiro - Série A,,MG,28;
7603,03/12/2011,15:00,XV,Masculino,Adulto,BH Rugby B,MG,38,X,30,Leopardos,MG,Estádio Mário Lima,Campeonato Mineiro - Série A,,MG,68;
7608,03/13/2011,09:00,XV,Masculino,Adulto,Lobo Bravo,PR,31,X,8,Cianorte,PR,Campo Municipal Joaquim Prestes,Campeonato Paranaense - Série A,,PR,39;
7613,03/19/2011,14:00,XV,Masculino,Adulto,Rio Branco,SP,19,X,13,Bandeirantes,SP,SPAC,Campeonato Paulista - Série A,,SP,32;
7614,03/19/2011,15:00,XV,Masculino,Adulto,Varginha,MG,152,X,0,Inconfidentes,MG,Semel,Campeonato Mineiro - Série A,,MG,152;
7615,03/19/2011,15:00,XV,Masculino,Adulto,Jequitibá,SP,0,X,28,Jaguars,SP,Unicamp,Campeonato Paulista do Interior - Série A,,SP,28;
7616,03/19/2011,15:30,XV,Masculino,Adulto,São José,SP,25,X,6,Pasteur,SP,Teatrão,Campeonato Paulista - Série A,,SP,31;
7618,03/19/2011,,XV,Masculino,Adulto,UFLA,MG,27,X,19,JF Rugby,MG,,Campeonato Mineiro - Série A,,MG,46;
7624,03/19/2011,,XV,Masculino,Adulto,Guanabara,RJ,8,X,23,UFF,RJ,,Campeonato Fluminense - Série A,,RJ,31;
7634,03/26/2011,15:00,XV,Masculino,Adulto,Volta Redonda,RJ,45,X,20,Resende,RJ,,Campeonato Fluminense - Série B,,RJ,65;
7635,03/26/2011,15:30,XV,Masculino,Adulto,São José,SP,34,X,17,Bandeirantes,SP,Teatrão,Campeonato Paulista - Série A,,SP,51;
7636,03/26/2011,15:30,XV,Masculino,Adulto,Pasteur,SP,0,X,28,SPAC,SP,Campo do Titão,Campeonato Paulista - Série A,,SP,28;
7637,03/26/2011,16:00,XV,Masculino,Adulto,São Pedro,SP,14,X,36,Piratas,SP,Estadio Ferrucio Feltrin,Campeonato Paulista do Interior - Série A,,SP,50;
7638,03/26/2011,,XV,Masculino,Adulto,Uberlândia,MG,12,X,22,BH Rugby B,MG,,Campeonato Mineiro - Série A,,MG,34;
7639,03/26/2011,,XV,Masculino,Adulto,Uberlândia Leopardos,MG,3,X,90,BH Rugby,MG,,Campeonato Mineiro - Série A,,MG,93;
7641,03/26/2011,,XV,Masculino,Adulto,Rural,RJ,0,X,28,Maxambomba,RJ,,Campeonato Fluminense - Série B,,RJ,28;
7642,03/26/2011,,XV,Masculino,Adulto,Mastodontes,SP,18,X,20,SÃO CARLOS,SP,,Campeonato Paulista do Interior - Série A,,SP,38;
7644,03/27/2011,15:00,XV,Masculino,Adulto,Wallys,SP,28,X,15,Lechuza,SP,Estádio Municipal de Campo Limpo Paulista,Campeonato Paulista do Interior - Série A,,SP,43;
7645,03/27/2011,15:00,XV,Masculino,Adulto,Londrina,PR,10,X,27,Hawks Maringá,PR,Campo Vila Portuguesa,Campeonato Paranaense - Série A,,PR,37;
7646,03/27/2011,15:00,XV,Masculino,Adulto,Winner,SP,17,X,5,União Rugby Alphaville,SP,Teatrão,Campeonato Paulista - Série C,,SP,22;
7647,03/27/2011,15:00,XV,Masculino,Adulto,Itaguaí,RJ,6,X,71,Niterói,RJ,Campo do Montserrat,Campeonato Fluminense - Série A,,RJ,77;
7649,03/27/2011,,XV,Masculino,Adulto,RIO CLARO,SP,7,X,20,PIRACICABA,SP,,Campeonato Paulista do Interior - Série A,,SP,27;
7650,04/02/2011,12:00,XV,Masculino,Adulto,Federal,SP,5,X,58,Poli,SP,SPAC,Campeonato Paulista - Série B,,SP,63;
7653,04/02/2011,15:00,XV,Masculino,Adulto,JF Rugby,MG,5,X,62,Varginha,MG,10º batalhão,Campeonato Mineiro - Série A,,MG,67;
7654,04/02/2011,15:00,XV,Masculino,Adulto,Alto Tietê,SP,10,X,29,Pasteur B,SP,Estádio Municipal Biritiba Ussú,Campeonato Paulista do Interior - Série A,,SP,39;
7656,04/02/2011,16:30,XV,Masculino,Adulto,Antíqua,RS,0,X,69,Charrua,RS,,Campeonato Gaúcho - Série A,,RS,69;
7657,04/02/2011,,XV,Masculino,Adulto,UFSJ,MG,10,X,53,UFLA,MG,,Campeonato Mineiro - Série A,,MG,63;
7658,04/02/2011,,XV,Masculino,Adulto,Rio Rugby,RJ,48,X,7,Friburgo,RJ,,Campeonato Fluminense - Série A,,RJ,55;
7659,04/02/2011,,XV,Masculino,Adulto,Campos,RJ,66,X,0,Grandfather,RJ,,Campeonato Fluminense - Série B,,RJ,66;
7660,04/03/2011,10:00,XV,Masculino,Adulto,Cianorte,PR,0,X,154,Curitiba,PR,,Campeonato Paranaense - Série A,,PR,154;
7667,04/03/2011,,XV,Masculino,Adulto,Serra,RS,3,X,85,San Diego,RS,,Campeonato Gaúcho - Série A,,RS,88;
7669,04/03/2011,,XV,Masculino,Adulto,Farrapos,RS,57,X,5,Novo Hamburgo,RS,,Campeonato Gaúcho - Série A,,RS,62;
7670,04/03/2011,,XV,Masculino,Adulto,DIABLOS,SP,0,X,73,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,73;
7672,04/09/2011,14:30,XV,Masculino,Adulto,SPAC,SP,28,X,28,São José,SP,SPAC,Campeonato Paulista - Série A,,SP,56;
7673,04/09/2011,15:00,XV,Masculino,Adulto,Pasteur,SP,27,X,10,Rio Branco,SP,Campo do Titão,Campeonato Paulista - Série A,,SP,37;
7675,04/09/2011,,XV,Masculino,Adulto,Taurus,MG,12,X,47,Uberlândia,MG,,Campeonato Mineiro - Série A,,MG,59;
7676,04/09/2011,,XV,Masculino,Adulto,BH Rugby B,MG,7,X,26,BH Rugby,MG,,Campeonato Mineiro - Série A,,MG,33;
7684,04/10/2011,09:00,XV,Masculino,Adulto,RED HORSE,SP,21,X,43,SÃO CARLOS,SP,Estádio Municipal Ferrúcio Feltrin,Campeonato Paulista do Interior - Série A,,SP,64;
7685,04/10/2011,10:00,XV,Masculino,Adulto,União de Rugby Alphaville,SP,7,X,12,Catanduva,SP,EPROCAD,Campeonato Paulista do Interior - Série A,,SP,19;
7687,04/10/2011,10:00,XV,Masculino,Adulto,Londrina,PR,7,X,120,Curitiba,PR,Aterro de Igapó,Campeonato Paranaense - Série A,,PR,127;
7688,04/10/2011,13:00,XV,Masculino,Adulto,UFF,RJ,62,X,5,Itaguaí,RJ,UFF Gragoatá,Campeonato Fluminense - Série A,,RJ,67;
7690,04/10/2011,15:00,XV,Masculino,Adulto,Niterói,RJ,103,X,0,Friburgo,RJ,UFF Gragoatá,Campeonato Fluminense - Série A,,RJ,103;
7691,04/10/2011,15:00,XV,Masculino,Adulto,RIO CLARO,SP,20,X,22,Jaguars,SP,Campo Distrital Vasco da Gama,Campeonato Paulista do Interior - Série A,,SP,42;
7704,04/16/2011,14:00,XV,Masculino,Adulto,Rio Branco,SP,6,X,33,São José,SP,Teatrão,Campeonato Paulista - Série A,,SP,39;
7706,04/16/2011,15:00,XV,Masculino,Adulto,Campos,RJ,45,X,13,Resende,RJ,Fundação Municipal de Esportes,Campeonato Fluminense - Série B,,RJ,58;
7708,04/16/2011,15:30,XV,Masculino,Adulto,Bandeirantes,SP,16,X,15,SPAC,SP,SPAC,Campeonato Paulista - Série A,,SP,31;
7709,04/16/2011,15:30,XV,Masculino,Adulto,Poli,SP,36,X,7,Raça Ribeirão,SP,CEPEUSP,Campeonato Paulista - Série B,,SP,43;
7710,04/16/2011,16:00,XV,Masculino,Adulto,Tornados,SP,19,X,21,Federal,SP,Moinho Bela Vista,Campeonato Paulista - Série B,,SP,40;
7711,04/16/2011,16:00,XV,Masculino,Adulto,San Diego,RS,77,X,3,Antíqua,RS,PUC,Campeonato Gaúcho - Série A,,RS,80;
7712,04/16/2011,16:30,XV,Masculino,Adulto,Volta Redonda,RJ,30,X,7,Rural,RJ,Clube Comercial,Campeonato Fluminense - Série B,,RJ,37;
7713,04/16/2011,,XV,Masculino,Adulto,Inconfidentes,MG,13,X,19,JF Rugby,MG,,Campeonato Mineiro - Série A,,MG,32;
7714,04/16/2011,,XV,Masculino,Adulto,UFSJ,MG,0,X,79,Varginha,MG,,Campeonato Mineiro - Série A,,MG,79;
7716,04/16/2011,,XV,Masculino,Adulto,Charrua,RS,36,X,0,Novo Hamburgo,RS,UFRGS,Campeonato Gaúcho - Série A,,RS,36;
7717,04/16/2011,,XV,Masculino,Adulto,Piracicaba,SP,10,X,24,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,34;
7727,04/17/2011,10:00,XV,Masculino,Adulto,Curitiba,PR,51,X,0,Lobo Bravo,PR,,Campeonato Paranaense - Série A,,PR,51;
7735,04/17/2011,15:00,XV,Masculino,Adulto,Hawks Maringá,PR,51,X,7,Cianorte,PR,Alfredo Nyeffler,Campeonato Paranaense - Série A,,PR,58;
7738,04/17/2011,15:00,XV,Masculino,Adulto,Maxambomba,RJ,27,X,7,Grandfather,RJ,,Campeonato Fluminense - Série B,,RJ,34;
7747,04/17/2011,,XV,Masculino,Adulto,Rio Rugby,RJ,36,X,10,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,46;
7748,04/17/2011,,XV,Masculino,Adulto,Serra,RS,0,X,80,Farrapos,RS,Escola da Natureza,Campeonato Gaúcho - Série A,,RS,80;
7749,04/17/2011,,XV,Masculino,Adulto,Lechuza,SP,15,X,17,Pasteur B,SP,,Campeonato Paulista do Interior - Série A,,SP,32;
7772,04/30/2011,14:00,XV,Masculino,Adulto,União Rugby Alphaville,SP,16,X,28,Templários,SP,EPROCAD,Campeonato Paulista - Série C,,SP,44;
7776,04/30/2011,14:30,XV,Masculino,Adulto,SPAC,SP,20,X,17,Rio Branco,SP,SPAC,Campeonato Paulista - Série A,,SP,37;
7779,04/30/2011,15:00,XV,Masculino,Adulto,Novo Hamburgo,RS,0,X,85,San Diego,RS,,Campeonato Gaúcho - Série A,,RS,85;
7780,04/30/2011,15:00,XV,Masculino,Adulto,PIRATAS,SP,30,X,19,Catanduva,SP,Parque Novo Mundo,Campeonato Paulista do Interior - Série A,,SP,49;
7782,04/30/2011,15:30,XV,Masculino,Adulto,Bandeirantes,SP,15,X,9,Pasteur,SP,Band Arena,Campeonato Paulista - Série A,,SP,24;
7783,04/30/2011,15:30,XV,Masculino,Adulto,Farrapos,RS,34,X,3,Charrua,RS,Estádio da Montanha,Campeonato Gaúcho - Série A,,RS,37;
7787,04/30/2011,,XV,Masculino,Adulto,BH Rugby,MG,101,X,6,Uberlândia,MG,,Campeonato Mineiro - Série A,,MG,107;
7788,04/30/2011,,XV,Masculino,Adulto,Taurus,MG,5,X,101,BH Rugby B,MG,,Campeonato Mineiro - Série A,,MG,106;
7796,04/30/2011,,XV,Masculino,Adulto,Resende,RJ,37,X,5,Maxambomba,RJ,,Campeonato Fluminense - Série B,,RJ,42;
7802,05/01/2011,15:00,XV,Masculino,Adulto,Jaguars,SP,19,X,20,FRANCA,SP,Campo da Roseira,Campeonato Paulista do Interior - Série A,,SP,39;
7803,05/01/2011,,XV,Masculino,Adulto,Itaguaí,RJ,15,X,12,Friburgo,RJ,,Campeonato Fluminense - Série A,,RJ,27;
7804,05/01/2011,,XV,Masculino,Adulto,Antíqua,RS,20,X,42,Serra,RS,,Campeonato Gaúcho - Série A,,RS,62;
7805,05/07/2011,10:00,XV,Masculino,Adulto,Cianorte,PR,0,X,63,Londrina,PR,,Campeonato Paranaense - Série A,,PR,63;
7806,05/07/2011,10:30,XV,Masculino,Adulto,JF Rugby,MG,71,X,0,UFSJ,MG,ABCR,Campeonato Mineiro - Série A,,MG,71;
7807,05/07/2011,13:00,XV,Masculino,Adulto,SÃO CARLOS,SP,11,X,18,União Rugby Alphaville,SP,USP São Carlos,Campeonato Paulista do Interior - Série A,,SP,29;
7812,05/07/2011,15:30,XV,Masculino,Adulto,Pasteur,SP,10,X,31,São José,SP,Teatrão,Campeonato Paulista - Série A,,SP,41;
7813,05/07/2011,15:30,XV,Masculino,Adulto,Tornados,SP,17,X,43,Poli,SP,Campo Bela Vista,Campeonato Paulista - Série B,,SP,60;
7814,05/07/2011,16:00,XV,Masculino,Adulto,Raça Ribeirão,SP,24,X,27,Federal,SP,CEFER - USP Ribeirão,Campeonato Paulista - Série B,,SP,51;
7815,05/07/2011,,XV,Masculino,Adulto,UFF,RJ,18,X,15,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,33;
7816,05/07/2011,,XV,Masculino,Adulto,Niterói,RJ,38,X,12,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,50;
7817,05/07/2011,,XV,Masculino,Adulto,UFLA,MG,61,X,3,Inconfidentes,MG,,Campeonato Mineiro - Série A,,MG,64;
7831,05/07/2011,,XV,Masculino,Adulto,Volta Redonda,RJ,23,X,16,Campos,RJ,,Campeonato Fluminense - Série B,,RJ,39;
7841,05/14/2011,15:00,XV,Masculino,Adulto,Templários,SP,10,X,11,Winner,SP,Vila Campestre,Campeonato Paulista - Série C,,SP,21;
7842,05/14/2011,15:30,XV,Masculino,Adulto,Bandeirantes,SP,55,X,3,Rio Branco,SP,Sportville,Campeonato Paulista - Série A,,SP,58;
7843,05/14/2011,15:30,XV,Masculino,Adulto,San Diego,RS,50,X,5,Charrua,RS,Academia Militar,Campeonato Gaúcho - Série A,,RS,55;
7844,05/14/2011,15:30,XV,Masculino,Adulto,Tornados,SP,8,X,19,Raça Ribeirão,SP,,Campeonato Paulista - Série B,,SP,27;
7845,05/14/2011,15:30,XV,Masculino,Adulto,Poli,SP,31,X,17,Federal,SP,Clube Sindicato Hoteis,Campeonato Paulista - Série B,,SP,48;
7846,05/14/2011,,XV,Masculino,Adulto,Uberlândia Leopardos,MG,87,X,0,Taurus,MG,,Campeonato Mineiro - Série A,,MG,87;
7853,05/14/2011,,XV,Masculino,Adulto,Niterói,RJ,17,X,30,UFF,RJ,,Campeonato Fluminense - Série A,,RJ,47;
7854,05/14/2011,,XV,Masculino,Adulto,Guanabara,RJ,45,X,7,Friburgo,RJ,,Campeonato Fluminense - Série A,,RJ,52;
7863,05/14/2011,,XV,Masculino,Adulto,Antíqua,RS,0,X,111,Farrapos,RS,,Campeonato Gaúcho - Série A,,RS,111;
7864,05/14/2011,,XV,Masculino,Adulto,Pasteur B,SP,6,X,58,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,64;
7875,05/15/2011,15:00,XV,Masculino,Adulto,Lobo Bravo,PR,15,X,24,Hawks Maringá,PR,campo Municipal,Campeonato Paranaense - Série A,,PR,39;
7881,05/15/2011,,XV,Masculino,Adulto,Itaguaí,RJ,10,X,57,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,67;
7882,05/15/2011,,XV,Masculino,Adulto,Serra,RS,10,X,10,Novo Hamburgo,RS,,Campeonato Gaúcho - Série A,,RS,20;
7883,05/15/2011,,XV,Masculino,Adulto,Piracicaba,SP,28,X,0,FRANCA,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
7890,05/21/2011,14:30,XV,Masculino,Adulto,SPAC,SP,50,X,7,Pasteur,SP,SPAC,Campeonato Paulista - Série A,,SP,57;
7893,05/21/2011,15:00,XV,Masculino,Adulto,PIRATAS,SP,72,X,17,União Rugby Alphaville,SP,Parque Novo Mundo,Campeonato Paulista do Interior - Série A,,SP,89;
7894,05/21/2011,15:30,XV,Masculino,Adulto,Bandeirantes,SP,12,X,14,São José,SP,Teatrão,Campeonato Paulista - Série A,,SP,26;
7896,05/21/2011,,XV,Masculino,Adulto,Varginha,MG,83,X,17,UFLA,MG,,Campeonato Mineiro - Série A,,MG,100;
7898,05/21/2011,,XV,Masculino,Adulto,Mastodontes,SP,47,X,3,Red Horse,SP,,Campeonato Paulista do Interior - Série A,,SP,50;
7900,05/22/2011,14:30,XV,Masculino,Adulto,Jequitibá,SP,108,X,0,RIO CLARO,SP,UNICAMP,Campeonato Paulista do Interior - Série A,,SP,108;
