,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
13094,09/13/2015,,XV,Masculino,Adulto,Templarios,SP,,x,,Lechuza,SP,,Campeonato Paulista - Série B,São Bernardo do Campo,SP,;
13095,09/13/2015,,XV,Masculino,Adulto,São Jorge,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,,SP,;
13096,09/13/2015,,XV,Masculino,Adulto,Urutu,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13100,09/19/2015,,XV,Masculino,Adulto,Piratas,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,Americana,SP,;
13101,09/20/2015,,XV,Masculino,Adulto,União,SP,,x,,Cougars,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13102,09/20/2015,,XV,Masculino,Adulto,Abc,SP,,x,,Jequitiba,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13103,09/20/2015,,XV,Masculino,Adulto,Portuguesa,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13104,09/20/2015,,XV,Masculino,Adulto,Jaguars,SP,,x,,Tatuapé,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13129,`2013,,XV,Masculino,Adulto,Rugby Sem Fronteiras,DF,17,X,28,Brasília,DF,,Campeonato Brasiliense,Brasília,DF,;
13130,`2013,,XV,Masculino,Adulto,Brasília,DF,33,X,11,Candango,DF,,Campeonato Brasiliense,Brasília,DF,;
13131,`2013,,XV,Masculino,Adulto,Candangos,DF,8,X,56,Rugby Sem Fronteiras,DF,,Campeonato Brasiliense,Brasília,DF,;
13132,`2013,,XV,Masculino,Adulto,Candangos,DF,28,X,0,Brasília,DF,,Campeonato Brasiliense,Brasília,DF,;
13135,06/08/197,,XV,Masculino,Adulto,Pasteur,SP,8,X,12,Poli,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
13136,06/08/197,,XV,Masculino,Adulto,Guanabara B,RJ,12,X,19,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
13137,06/08/197,,XV,Masculino,Adulto,Guanabara,RJ,40,X,9,Niterói B,RJ,,Campeonato Fluminense - Série A,,RJ,;
13139,07 / 08 setembro,,XV,Masculino,Adulto,Semi final - Ouro,SP,,x,,Semi final - Ouro,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13140,07 / 08 setembro,,XV,Masculino,Adulto,Semi final - Ouro,SP,,x,,Semi final - Ouro,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13141,07 / 08 setembro,,XV,Masculino,Adulto,Semi final - Prata,SP,,x,,Semi final - Prata,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13142,07 / 08 setembro,,XV,Masculino,Adulto,Semi final - Prata,SP,,x,,Semi final - Prata,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13150,1°/08/2015,,XV,Masculino,Adulto,Antíqua,RS,,X,,Walkirians,RS,,Campeonato Gaúcho - Série B,,RS,;
13151,1°/08/2015,,XV,Masculino,Adulto,Guasca,RS,,X,,URSM,RS,,Campeonato Gaúcho - Série B,,RS,;
13152,1°/08/2015,,XV,Masculino,Adulto,Planalto,RS,,X,,Osório,RS,,Campeonato Gaúcho - Série B,,RS,;
13156,14 ou 15 setembro,,XV,Masculino,Adulto,1º Jogo - 9º colocado x 10º Colocado,SP,,x,,1º Jogo - 9º colocado x 10º Colocado,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13157,14/03 /2015,,XV,Masculino,Adulto,Rugby sem Fronteiras,DF,,X,,Goianos,GO,,Campeonato Goiano,Sobradinho,DF,;
13160,17 ou 18 agosto,,XV,Masculino,Adulto,Abc,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13167,28 ou 29 setembro,,XV,Masculino,Adulto,Final - Prata,SP,,x,,Final - Prata,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13168,28 ou 29 setembro,,XV,Masculino,Adulto,3º x 4º - Prata,SP,,x,,3º x 4º - Prata,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13169,28 ou 29 setembro,,XV,Masculino,Adulto,2º Jogo - 9º colocado x 10º Colocado,SP,,x,,2º Jogo - 9º colocado x 10º Colocado,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13170,28/02/2015 ,,XV,Masculino,Adulto,Palmas,TO,12,X,51,Goianos,GO,,Campeonato Goiano,Palmas,TO,;
13171,3 ou 4 agosto,,XV,Masculino,Adulto,São Jorge,SP,,x,,Pirituba,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13172,3 ou 4 agosto,,XV,Masculino,Adulto,Armada,SP,,x,,Alto Tietê,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13173,3 ou 4 agosto,,XV,Masculino,Adulto,FEA USP,SP,,x,,Lusa Rhynos,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13174,5 ou 6 outubro,,XV,Masculino,Adulto,Final - Ouro,SP,,x,,Final - Ouro,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13175,5 ou 6 outubro,,XV,Masculino,Adulto,3º x 4º - Ouro,SP,,x,,3º x 4º - Ouro,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13176,07/07/1905,2015,XV,Masculino,Adulto,BH Rugby,MG,91,X,11,Federal,SP,,Mineiro A,,MG,;
13177,07/07/1905,2015,XV,Masculino,Adulto,BH Rugby ,MG,,X,,Uberlândia,MG,,Mineiro A,,MG,;
13178,07/07/1905,2015,XV,Masculino,Adulto,Elói Mendes,MG,21,X,32,Uberlândia,MG,,Mineiro A,,MG,;
13179,07/07/1905,2015,XV,Masculino,Adulto,Elói Mendes,MG,28,X,0,Federal,SP,,Mineiro A,,MG,;
13180,07/07/1905,2015,XV,Masculino,Adulto,Uberlândia,MG,5,X,28,BH Rugby,MG,,Mineiro A,,MG,;
13181,03/15/2014,,XV,Masculino,Adulto,Jacareí,SP,,X,,Band Saracens,SP,,Campeonato Paulista - Série A,,SP,;
13182,03/15/2014,,XV,Masculino,Adulto,Poli,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13183,03/22/2014,,XV,Masculino,Adulto,Poli,SP,,X,,Wallys,SP,,Campeonato Paulista - Série A,,SP,;
13184,03/22/2014,,XV,Masculino,Adulto,São José,SP,,X,,Rio Branco,SP,,Campeonato Paulista - Série A,,SP,;
13185,03/29/2014,,XV,Masculino,Adulto,SPAC,SP,,X,,São José,SP,,Campeonato Paulista - Série A,,SP,;
13187,03/30/2014,,XV,Masculino,Adulto,Band Saracens,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13189,03/30/2014,,XV,Masculino,Adulto,Wallys,SP,,X,,Jacareí,SP,,Campeonato Paulista - Série A,,SP,;
13191,04/05/2014,,XV,Masculino,Adulto,FEA,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13192,04/05/2014,,XV,Masculino,Adulto,Rio Branco,SP,,X,,Poli,SP,,Campeonato Paulista - Série A,,SP,;
13195,04/05/2014,,XV,Masculino,Adulto,Urutu,SP,,X,,Ilhabela,SP,,Campeonato Paulista - Série B,,SP,;
13196,04/06/2014,,XV,Masculino,Adulto,Armada,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13199,04/06/2014,,XV,Masculino,Adulto,Medicina,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13200,04/06/2014,,XV,Masculino,Adulto,Pirituba,SP,,X,,Portuguesa,SP,,Campeonato Paulista - Série C,,SP,;
13201,04/06/2014,,XV,Masculino,Adulto,SP Barbarians,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13202,04/12/2014,,XV,Masculino,Adulto,Jacareí,SP,,X,,Rio Branco,SP,,Campeonato Paulista - Série A,,SP,;
13204,04/12/2014,,XV,Masculino,Adulto,SPAC,SP,,X,,Band Saracens,SP,,Campeonato Paulista - Série A,,SP,;
13206,04/12/2014,,XV,Masculino,Adulto,Templários,SP,,X,,URA,SP,,Campeonato Paulista - Série B,,SP,;
13207,04/12/2014,,XV,Masculino,Adulto,Tigres,SP,,X,,Indaiatuba,SP,,Campeonato Paulista - Série B,,SP,;
13208,04/13/2014,,XV,Masculino,Adulto,Armada,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13209,04/13/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Cougars,SP,,Campeonato Paulista - Série C,,SP,;
13212,04/13/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Piratas,SP,,Campeonato Paulista - Série C,,SP,;
13213,04/26/2014,,XV,Masculino,Adulto,ABC,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13214,04/26/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13215,04/26/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,São Jorge,SP,,Campeonato Paulista - Série B,,SP,;
13218,04/26/2014,,XV,Masculino,Adulto,Jequitibá,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13219,04/26/2014,,XV,Masculino,Adulto,Lechuza,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13220,04/26/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,Jequitibá,SP,,Campeonato Paulista - Série C,,SP,;
13221,04/26/2014,,XV,Masculino,Adulto,São Bento,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13224,04/26/2014,,XV,Masculino,Adulto,SPAC,SP,,X,,Poli,SP,,Campeonato Paulista - Série A,,SP,;
13225,04/26/2014,,XV,Masculino,Adulto,Tigres,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13226,04/26/2014,,XV,Masculino,Adulto,Wallys,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13227,05/10/2014,,XV,Masculino,Adulto,Band Saracens,SP,,X,,Wallys,SP,,Campeonato Paulista - Série A,,SP,;
13231,05/10/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,Barbarians,SP,,Campeonato Paulista - Série C,,SP,;
13232,05/10/2014,,XV,Masculino,Adulto,Rio Branco,SP,,X,,SPAC,SP,,Campeonato Paulista - Série A,,SP,;
13234,05/10/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Jequitibá,SP,,Campeonato Paulista - Série C,,SP,;
13235,05/10/2014,,XV,Masculino,Adulto,Templários,SP,,X,,Tigres,SP,,Campeonato Paulista - Série B,,SP,;
13236,05/11/2014,,XV,Masculino,Adulto,URA,SP,,X,,Indaiatuba,SP,,Campeonato Paulista - Série B,,SP,;
13237,05/17/2014,,XV,Masculino,Adulto,Band Saracens,SP,,X,,Poli,SP,,Campeonato Paulista - Série A,,SP,;
13238,05/17/2014,,XV,Masculino,Adulto,Jacareí,SP,,X,,SPAC,SP,,Campeonato Paulista - Série A,,SP,;
13240,05/17/2014,,XV,Masculino,Adulto,São José,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13243,05/18/2014,,XV,Masculino,Adulto,ABC,SP,,X,,Barbarians,SP,,Campeonato Paulista - Série C,,SP,;
13244,05/18/2014,,XV,Masculino,Adulto,Armada,SP,,X,,Portuguesa,SP,,Campeonato Paulista - Série C,,SP,;
13245,05/18/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13246,05/18/2014,,XV,Masculino,Adulto,FEA,SP,,X,,São Jorge,SP,,Campeonato Paulista - Série B,,SP,;
13247,05/18/2014,,XV,Masculino,Adulto,Lechuza,SP,,X,,Ilhabela,SP,,Campeonato Paulista - Série B,,SP,;
13248,05/18/2014,,XV,Masculino,Adulto,Medicina,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13249,05/18/2014,,XV,Masculino,Adulto,Pirituba,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13250,05/24/2014,,XV,Masculino,Adulto,Pasteur,SP,,X,,Rio Branco,SP,,Campeonato Paulista - Série A,,SP,;
13252,05/24/2014,,XV,Masculino,Adulto,Templários,SP,,X,,Tornados,SP,,Campeonato Paulista - Série B,,SP,;
13253,05/24/2014,,XV,Masculino,Adulto,Tigres,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13254,05/24/2014,,XV,Masculino,Adulto,Wallys,SP,,X,,São José,SP,,Campeonato Paulista - Série A,,SP,;
13260,05/31/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,URA,SP,,Campeonato Paulista - Série B,,SP,;
13262,05/31/2014,,XV,Masculino,Adulto,Rio Branco,SP,,X,,Wallys,SP,,Campeonato Paulista - Série A,,SP,;
13263,05/31/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13264,05/31/2014,,XV,Masculino,Adulto,São José,SP,,X,,Jacareí,SP,,Campeonato Paulista - Série A,,SP,;
13266,06/01/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13267,06/01/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13268,06/01/2014,,XV,Masculino,Adulto,São Bento,SP,,X,,Portuguesa,SP,,Campeonato Paulista - Série C,,SP,;
13269,06/01/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13270,06/07/2014,,XV,Masculino,Adulto,Jacareí,SP,,X,,Poli,SP,,Campeonato Paulista - Série A,,SP,;
13271,06/07/2014,,XV,Masculino,Adulto,Medicina,SP,,X,,Barbarians,SP,,Campeonato Paulista - Série C,,SP,;
13273,06/07/2014,,XV,Masculino,Adulto,São José,SP,,X,,Band Saracens,SP,,Campeonato Paulista - Série A,,SP,;
13274,06/07/2014,,XV,Masculino,Adulto,SPAC,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13276,06/07/2014,,XV,Masculino,Adulto,Templários,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13278,06/08/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13279,06/08/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13282,06/14/2014,,XV,Masculino,Adulto,Pasteur,SP,,X,,Jacareí,SP,,Campeonato Paulista - Série A,,SP,;
13283,06/14/2014,,XV,Masculino,Adulto,Poli,SP,,X,,São José,SP,,Campeonato Paulista - Série A,,SP,;
13284,06/14/2014,,XV,Masculino,Adulto,Rio Branco,SP,,X,,Band Saracens,SP,,Campeonato Paulista - Série A,,SP,;
13287,06/14/2014,,XV,Masculino,Adulto,Wallys,SP,,X,,SPAC,SP,,Campeonato Paulista - Série A,,SP,;
13289,06/15/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Armada,SP,,Campeonato Paulista - Série C,,SP,;
13290,06/15/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Portuguesa,SP,,Campeonato Paulista - Série C,,SP,;
13291,06/15/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13293,06/15/2014,,XV,Masculino,Adulto,São Bento,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13294,06/15/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Barbarians,SP,,Campeonato Paulista - Série C,,SP,;
13296,06/22/2014,,XV,Masculino,Adulto,Jequitibá,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13297,06/28/2014,,XV,Masculino,Adulto,Poli,SP,,X,,Jacareí,SP,,Campeonato Paulista - Série A,,SP,;
13298,06/29/2014,,XV,Masculino,Adulto,Band Saracens,SP,,X,,SPAC,SP,,Campeonato Paulista - Série A,,SP,;
13300,06/29/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13301,06/29/2014,,XV,Masculino,Adulto,São José,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13302,06/29/2014,,XV,Masculino,Adulto,Wallys,SP,,X,,Rio Branco,SP,,Campeonato Paulista - Série A,,SP,;
13304,07/05/2014,,XV,Masculino,Adulto,Rio Branco,SP,,X,,Jacareí,SP,,Campeonato Paulista - Série A,,SP,;
13305,07/05/2014,,XV,Masculino,Adulto,Templários,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13306,07/05/2014,,XV,Masculino,Adulto,Tigres,SP,,X,,São Jorge,SP,,Campeonato Paulista - Série B,,SP,;
13307,07/05/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,Ilhabela,SP,,Campeonato Paulista - Série B,,SP,;
13308,07/05/2014,,XV,Masculino,Adulto,URA,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13309,07/09/2014,,XV,Masculino,Adulto,Band Saracens,SP,,X,,Pasteur,SP,,Campeonato Paulista - Série A,,SP,;
13310,07/09/2014,,XV,Masculino,Adulto,Poli,SP,,X,,Wallys,SP,,Campeonato Paulista - Série A,,SP,;
13311,07/09/2014,,XV,Masculino,Adulto,São José,SP,,X,,SPAC,SP,,Campeonato Paulista - Série A,,SP,;
13312,07/19/2014,,XV,Masculino,Adulto,Jequitibá,SP,,X,,União,SP,,Campeonato Paulista - Série C,,SP,;
13313,07/19/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13314,07/19/2014,,XV,Masculino,Adulto,URA,SP,,X,,São Jorge,SP,,Campeonato Paulista - Série B,,SP,;
13315,07/20/2014,,XV,Masculino,Adulto,Armada,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13316,07/20/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Portuguesa,SP,,Campeonato Paulista - Série C,,SP,;
13317,07/20/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,Tigres,SP,,Campeonato Paulista - Série B,,SP,;
13318,07/20/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13319,07/20/2014,,XV,Masculino,Adulto,Lechuza,SP,,X,,Templários,SP,,Campeonato Paulista - Série B,,SP,;
13320,07/20/2014,,XV,Masculino,Adulto,Medicina,SP,,X,,Piratas,SP,,Campeonato Paulista - Série C,,SP,;
13321,07/20/2014,,XV,Masculino,Adulto,Urutu,SP,,X,,FEA,SP,,Campeonato Paulista - Série C,,SP,;
13322,07/26/2014,,XV,Masculino,Adulto,Jequitibá,SP,,X,,Barbarians,SP,,Campeonato Paulista - Série C,,SP,;
13323,07/27/2014,,XV,Masculino,Adulto,Portuguesa,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13327,08/02/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,Tornados,SP,,Campeonato Paulista - Série B,,SP,;
13331,08/09/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13332,08/09/2014,,XV,Masculino,Adulto,Templários,SP,,X,,Ilhabela,SP,,Campeonato Paulista - Série B,,SP,;
13333,08/09/2014,,XV,Masculino,Adulto,URA,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13338,08/16/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13339,08/17/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13340,08/17/2014,,XV,Masculino,Adulto,Portuguesa,SP,,X,,Jequitibá,SP,,Campeonato Paulista - Série C,,SP,;
13341,08/17/2014,,XV,Masculino,Adulto,União,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13342,08/23/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13344,08/23/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13345,08/23/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13348,08/23/2014,,XV,Masculino,Adulto,URA,SP,,X,,Tigres,SP,,Campeonato Paulista - Série B,,SP,;
13350,08/24/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13351,08/24/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13352,08/31/2014,,XV,Masculino,Adulto,ABC,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13353,08/31/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Jaguars,SP,,Campeonato Paulista - Série C,,SP,;
13354,08/31/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Piratas,SP,,Campeonato Paulista - Série C,,SP,;
13356,08/31/2014,,XV,Masculino,Adulto,Tatuapé,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13357,09/06/2014,,XV,Masculino,Adulto,Lechuza,SP,,X,,Tigres,SP,,Campeonato Paulista - Série B,,SP,;
13358,09/06/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,Templários,SP,,Campeonato Paulista - Série B,,SP,;
13360,09/06/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13361,09/06/2014,,XV,Masculino,Adulto,URA,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13366,09/14/2014,,XV,Masculino,Adulto,ABC,SP,,X,,Jaguars,SP,,Campeonato Paulista - Série C,,SP,;
13368,09/14/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13370,09/14/2014,,XV,Masculino,Adulto,São Bento,SP,,X,,Piratas,SP,,Campeonato Paulista - Série C,,SP,;
13371,09/14/2014,,XV,Masculino,Adulto,Tatuapé,SP,,X,,São Carlos,SP,,Campeonato Paulista - Série C,,SP,;
13372,09/20/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,Templários,SP,,Campeonato Paulista - Série B,,SP,;
13373,09/20/2014,,XV,Masculino,Adulto,Portuguesa,SP,,X,,Pirituba,SP,,Campeonato Paulista - Série C,,SP,;
13374,09/20/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13375,09/20/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,URA,SP,,Campeonato Paulista - Série B,,SP,;
13376,09/20/2014,,XV,Masculino,Adulto,Urutu,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13378,09/21/2014,,XV,Masculino,Adulto,União,SP,,X,,Jequitibá,SP,,Campeonato Paulista - Série C,,SP,;
13385,10/04/2014,,XV,Masculino,Adulto,Cougars,SP,,X,,Tatuapé,SP,,Campeonato Paulista - Série C,,SP,;
13386,10/04/2014,,XV,Masculino,Adulto,Medicina,SP,,X,,Piratas,SP,,Campeonato Paulista - Série C,,SP,;
13387,10/04/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13388,10/04/2014,,XV,Masculino,Adulto,Tornados,SP,,X,,Lechuza,SP,,Campeonato Paulista - Série B,,SP,;
13389,10/05/2014,,XV,Masculino,Adulto,São Bento,SP,,X,,Jaguars,SP,,Campeonato Paulista - Série C,,SP,;
13392,10/11/2014,,XV,Masculino,Adulto,Ilhabela,SP,,X,,FEA,SP,,Campeonato Paulista - Série B,,SP,;
13393,10/11/2014,,XV,Masculino,Adulto,São Jorge,SP,,X,,URA,SP,,Campeonato Paulista - Série B,,SP,;
13394,10/18/2014,,XV,Masculino,Adulto,São Carlos,SP,,X,,Medicina,SP,,Campeonato Paulista - Série C,,SP,;
13395,10/18/2014,,XV,Masculino,Adulto,Tatuapé,SP,,X,,São Bento,SP,,Campeonato Paulista - Série C,,SP,;
13396,10/18/2014,,XV,Masculino,Adulto,Urutu,SP,,X,,Templários,SP,,Campeonato Paulista - Série B,,SP,;
13397,10/19/2014,,XV,Masculino,Adulto,Jaguars,SP,,X,,Cougars,SP,,Campeonato Paulista - Série C,,SP,;
13398,10/19/2014,,XV,Masculino,Adulto,Piratas,SP,,X,,ABC,SP,,Campeonato Paulista - Série C,,SP,;
13399,03/14/2015,,XV,Masculino,Adulto,Antíqua,RS,5,X,37,Universitário Santa Maria,RS,,Campeonato Gaúcho - Série B,,RS,;
13400,03/14/2015,,XV,Masculino,Adulto,Osório,RS,28,X,5,Guasca,RS,,Campeonato Gaúcho - Série B,,RS,;
13401,03/14/2015,,XV,Masculino,Adulto,Planalto,RS,0,X,18,Walkirians,RS,,Campeonato Gaúcho - Série B,,RS,;
13402,03/21/2015,,XV,Masculino,Adulto,Farrapos,RS,55,X,7,Centauros,RS,Estádio da Montanha,Campeonato Gaúcho - Série A,Bento Gonçalves,RS,;
13404,03/21/2015,,XV,Masculino,Adulto,San Diego,RS,12,X,16,Charrua,RS,Sociedade Hípica Porto-Alegrense,Campeonato Gaúcho - Série A,Porto Alegre,RS,;
13406,03/21/2015,,XV,Masculino,Adulto,Serra,RS,48,X,0,Brummers,RS,,Campeonato Gaúcho - Série A,Caxias do Sul,RS,;
13408,03/28/2015,,XV,Masculino,Adulto,Charrua,RS,40,X,7,Centauros,RS,Sociedade Hípica Porto-Alegrense,Campeonato Gaúcho - Série A,Porto Alegre,RS,;
13410,03/28/2015,,XV,Masculino,Adulto,Farrapos,RS,67,X,7,Brummers,RS,Estádio da Montanha,Campeonato Gaúcho - Série A,Bento Gonçalves,RS,;
13412,03/28/2015,15:30,XV,Masculino,Adulto,Poli,SP,10,X,43,Spac,SP,SPAC,Campeonato Paulista - Série A,,SP,;
13413,03/28/2015,,XV,Masculino,Adulto,San Diego,RS,13,X,13,Serra,RS,Mundo Nativo,Campeonato Gaúcho - Série A,Gravataí,RS,;
13414,03/29/2015,,XV,Masculino,Adulto,Antíqua,RS,15,X,6,Planalto,RS,Parque Esportivo,Campeonato Gaúcho - Série B,Pelotas,RS,;
13415,03/29/2015,,XV,Masculino,Adulto,Universitário Santa Maria,RS,31,X,6,Osório,RS,Centro de Eventos,Campeonato Gaúcho - Série B,Santa Maria,RS,;
13416,03/29/2015,,XV,Masculino,Adulto,Walkirians,RS,49,X,5,Guasca,RS,Ana Rech,Campeonato Gaúcho - Série B,Caxias do Sul,RS,;
13418,04/11/2015,15:00,XV,Masculino,Adulto,Brummers,RS,14,X,38,San Diego,RS,SESI,Campeonato Gaúcho - Série A,Dois Irmãos,RS,;
13420,04/11/2015,15:30,XV,Masculino,Adulto,Centauros,RS,3,X,27,Serra,RS,Campo Princesa do Vale,Campeonato Gaúcho - Série A,Estrela,RS,;
13422,04/11/2015,15:30,XV,Masculino,Adulto,Charrua,RS,21,X,22,Farrapos,RS,Sociedade Hípica Porto-Alegrense,Campeonato Gaúcho - Série A,Porto Alegre,RS,;
13423,04/11/2015,15:00,XV,Masculino,Adulto,Tornados,SP,35,X,36,Band Saracens,SP,Moinho Bela Vista,Campeonato Paulista - Série A,,SP,;
